MATRICULA,COORD. X,COORD. Y
310778,-2.5365977000000000,-44.2748022900000000
14761980,0,0
332640,-2.5405310900000000,-44.2677520000000000
1489828,-2.5572365000000000,-44.3034596900000000
515850,-2.5464649900000000,-44.2460840900000000
1206001,-2.5745447000000000,-44.2039218900000000
2856719,-2.5801074000000000,-44.2056724900000000
2966700,-2.5426524000000000,-44.2226222000000000
11018887,-2.5067202000000000,-44.2376087900000000
10933719,-2.5065341900000000,-44.2384479900000000
415944,-2.5307053000000000,-44.2429605000000000
2838869,-2.5203916900000000,-44.2340532900000000
2839113,-2.5195967000000000,-44.2351566900000000
666556,-2.5197633000000000,-44.2371617000000000
948659,-2.5090143000000000,-44.3069607900000000
919691,-2.5089280900000000,-44.3021638000000000
3327981,-2.5093000000000000,-44.3069567000000000
102520,-2.5412715000000000,-44.2932064900000000
137383,-2.5287785000000000,-44.2832095900000000
185930,-2.5348758900000000,-44.2856626000000000
299774,-2.5346856900000000,-44.2695227900000000
10842268,-2.5347826000000000,-44.2695707000000000
532347,-2.5455396000000000,-44.2505315000000000
2892588,-2.5480893900000000,-44.2503118900000000
556815,-2.5406382000000000,-44.2549352900000000
2152266,-2.5426801900000000,-44.2419346000000000
2863014,-2.5045706000000000,-44.2541841000000000
431427,-2.5121085900000000,-44.2517013000000000
14774283,0,0
1467565,-2.5429621900000000,-44.3336462900000000
13892126,-2.5423973000000000,-44.3330380000000000
13442643,-2.6031876000000000,-44.2084935900000000
14758440,0,0
669580,-2.5211955000000000,-44.2408278900000000
214353,-2.5379398000000000,-44.2771880900000000
2621886,-2.5873153000000000,-44.1970275900000000
3247015,-2.5503288900000000,-44.3339271900000000
571091,-2.5541578000000000,-44.2664783900000000
1218581,-2.5732512900000000,-44.2022845900000000
1050338,-2.5462642900000000,-44.2155843900000000
1269917,-2.5316955000000000,-44.2565786900000000
923842,-2.5142473000000000,-44.2978892000000000
558516,-2.5403883000000000,-44.2550549900000000
1815814,-2.5220416900000000,-44.2149402000000000
984590,-2.5607053900000000,-44.3303905000000000
1277499,-2.5573565900000000,-44.2752893900000000
146994,-2.5318171000000000,-44.2816315900000000
11258500,-2.5203771900000000,-44.2643685900000000
13634909,-2.4876490000000000,-44.2553684000000000
962287,-2.5576199000000000,-44.3344504000000000
3177238,-2.5827936000000000,-44.1849984900000000
2863383,-2.5052398900000000,-44.2523564900000000
2863448,-2.5054161900000000,-44.2526410900000000
11866330,0,0
180211,-2.5374097900000000,-44.2909015900000000
